DATE,average_arr_delay_daily,average_dep_delay_daily,num_flight_daily
2015-01-01,5.346142433234421,9.573887240356083,13480
2015-01-02,9.825171430305238,12.635414770313732,16479
2015-01-03,25.394367130550034,25.127965540092777,15090
2015-01-04,31.920761593565413,31.519416865652886,15914
2015-01-05,18.780931677018632,20.881490683229813,16100
2015-01-06,21.249279055730668,22.48561464690497,14911
2015-01-07,11.938188253801783,14.489971158888306,15256
2015-01-08,13.283083624843245,16.013398455547488,15151
2015-01-09,12.2358812544272,15.33595208963874,15529
2015-01-10,1.920260039499671,8.14516129032258,12152
2015-01-11,10.158703665067112,13.60365811252521,14379
2015-01-12,18.519499870432753,19.477325732054936,15436
2015-01-13,3.1575328749749683,6.607970095454242,14981
2015-01-14,-0.8161961270131055,4.285714285714286,15337
2015-01-15,1.6510180995475112,6.341251885369532,15912
2015-01-16,0.9237785830313633,5.737348494314632,16006
2015-01-17,-5.279305474786076,2.1424773614688046,12037
2015-01-18,-0.3097473975394919,5.614326272111815,13737
2015-01-19,-2.1990996132141274,3.8474415065626784,15771
2015-01-20,-2.17059915164369,2.9030355249204667,15088
2015-01-21,2.2892583452396416,5.34484998051695,15398
2015-01-22,-0.0562193434788077,4.477990189913219,15902
2015-01-23,-0.1681093965625392,3.9499435453519007,15942
2015-01-24,-0.6826620255262722,3.792723354881485,12066
2015-01-25,-0.6365947505840319,4.41768585955751,14554
2015-01-26,2.0802581731443803,5.503227164304756,14254
2015-01-27,-6.705527474319257,-0.24033914886678623,12266
2015-01-28,-4.747428958051421,1.6838971583220568,14780
2015-01-29,-0.8335528378802133,3.827343994982753,15945
2015-01-30,6.483709273182957,10.066165413533835,15960
2015-01-31,-3.2289633120161563,3.4617973746213395,11884
2015-02-01,9.984835203366059,13.677594670406732,11408
2015-02-02,17.474104494638375,19.151038101756786,13149
2015-02-03,8.460539872243972,11.353801772099732,14559
2015-02-04,7.880630334865398,10.114707813525936,15230
2015-02-05,12.462675110343504,14.657775219087828,15633
2015-02-06,0.5847956921127653,6.648970541653468,15785
2015-02-07,-6.248236837789077,1.9426767262588158,12194
2015-02-08,2.898757284279997,8.439865196938847,14243
2015-02-09,5.119304966479683,9.16274456149952,14618
2015-02-10,-2.147255242420195,3.227861626819821,14974
2015-02-11,-2.8010200787655757,2.4966750597198013,15489
2015-02-12,2.0807869658776514,6.981248078696588,16265
2015-02-13,3.408108601692336,8.247580203323796,16427
2015-02-14,5.322955275512726,9.177580100485956,12141
2015-02-15,7.621611243376085,10.962445280700408,13021
2015-02-16,18.58557902403496,19.57743494669933,15103
2015-02-17,16.617105263157896,18.718092105263157,15200
2015-02-18,7.09920139755428,10.387883703518842,16028
2015-02-19,7.879061482709908,11.601498679442294,16281
2015-02-20,9.061931008856135,12.629095187960612,16147
2015-02-21,12.743092298647854,13.478877970941463,11907
2015-02-22,17.288003885381254,19.594393949906333,14413
2015-02-23,10.093029437171905,13.925177752674596,15049
2015-02-24,11.133443489755452,15.450231328486451,15130
2015-02-25,9.297600748512998,11.217737084809196,14963
2015-02-26,20.107883817427386,21.181232045962336,15665
2015-02-27,11.793008691206545,13.663854805725972,15648
2015-02-28,8.665954355073083,12.64911530900077,11699
2015-03-01,25.696357761785872,25.27140549273021,13618
2015-03-02,17.53200479283597,20.659330264236615,15857
2015-03-03,20.222525098065287,19.39531946014228,15041
2015-03-04,8.954008410653495,11.934850811027301,14981
2015-03-05,18.750474244856267,20.752079381292866,13706
2015-03-06,12.331996544916091,17.220138203356367,16208
2015-03-07,1.1835259091231303,7.45190331041327,14107
2015-03-08,2.7228757352021025,7.914278563383807,15982
2015-03-09,1.4968015782866024,7.461230346146948,16727
2015-03-10,0.19294248060105926,5.508868087202858,16238
2015-03-11,1.6056525152485053,6.463735732834109,16559
2015-03-12,2.587779944454293,6.9759498906813215,16923
2015-03-13,1.7982094475203205,6.498763105194958,16978
2015-03-14,1.5903370158019858,7.334149070060131,14302
2015-03-15,2.9878185907046477,8.773613193403298,16008
2015-03-16,-4.323340852427876,3.559479995251098,16846
2015-03-17,0.14203360726113087,6.029743652643199,16306
2015-03-18,-0.1570027841665658,5.720735988379131,16522
2015-03-19,-0.2811964296270024,4.7484778625051725,16917
2015-03-20,9.702297519653849,12.368334450606374,16409
2015-03-21,2.6789776716753266,7.987712399943828,14242
2015-03-22,2.1244013186539776,6.517633886919201,16077
2015-03-23,16.1751869938802,20.269518452123386,16177
2015-03-24,-0.7496161640975251,4.912178345513726,16283
2015-03-25,3.99110897512916,7.969181785413913,16646
2015-03-26,8.517444279346211,11.35263001485884,16825
2015-03-27,6.614615975876545,10.551291905634718,16913
2015-03-28,-1.1754681253944876,6.367557332211235,14259
2015-03-29,-2.0455932731236377,5.272064777327936,16055
2015-03-30,0.07698690215136608,6.309607064540983,16873
2015-03-31,-2.2946754194018966,3.475079017748602,16452
2015-04-01,-0.33467137978551315,4.796896531064646,16691
2015-04-02,4.601863943962958,7.764038940994895,16846
2015-04-03,3.324211281070746,7.8169813575525815,16736
2015-04-04,-0.3872994751238264,5.639387890884897,13527
2015-04-05,-1.6948648299055749,3.8544819557625147,15462
2015-04-06,-1.3132366005330174,3.772223867337874,16885
2015-04-07,1.5371600836717116,5.21957671957672,16254
2015-04-08,7.27247462542291,9.705473658772354,16552
2015-04-09,20.87888431299139,22.247472856608013,16026
2015-04-10,16.690343128417762,19.12108647316868,16641
2015-04-11,-1.604581299286519,5.457378895981975,13315
2015-04-12,-0.24835288950241577,4.92991152663613,15937
2015-04-13,8.814168871782535,12.709405821505893,16628
2015-04-14,0.2698216819892639,4.955019436046153,16207
2015-04-15,0.2400894367899444,5.194887599709935,16548
2015-04-16,8.019491883410778,9.86059984309939,16571
2015-04-17,5.827455236028215,10.253572074516187,16587
2015-04-18,-0.9949775112443778,5.1197151424287854,13340
2015-04-19,2.4419072781027866,7.03258476442096,15897
2015-04-20,13.391664093856129,16.384316146958938,16195
2015-04-21,-1.0064910979228487,4.496476261127596,16176
2015-04-22,-1.1983580828202343,3.8218036943136546,16566
2015-04-23,0.8001310225716157,5.391102376273003,16791
2015-04-24,10.97063944761333,13.62930051035725,16655
2015-04-25,4.470751462426879,8.650817459127044,13334
2015-04-26,-0.34881080058040503,4.521355119550817,15851
2015-04-27,2.638279932546374,7.304324259214647,16604
2015-04-28,-3.1951414514145142,3.0966174661746617,16260
2015-04-29,-5.362374803909738,1.6257994449137203,16574
2015-04-30,-2.045451837731578,4.341871686424018,16787
2015-05-01,-3.687373797363107,3.4053331749613966,16838
2015-05-02,-6.110610835959778,2.0289659312621944,13326
2015-05-03,-1.3370186569508136,5.0923424838243605,15919
2015-05-04,0.20039351299785357,6.100345814452659,16772
2015-05-05,-1.8362465501379945,3.489543084943269,16305
2015-05-06,0.5546979457882582,5.6499331469551475,16454
2015-05-07,0.8418397626112759,5.294243323442137,16850
2015-05-08,8.230586276608395,11.795814008800095,16818
2015-05-09,6.268749033554972,10.494355961032937,12934
2015-05-10,12.76157158234661,16.28498385360603,14864
2015-05-11,12.269408864032714,15.879728185699681,16629
2015-05-12,-0.37115896443261553,5.2002782482458265,16532
2015-05-13,0.6917401475616339,5.704516825625338,16671
2015-05-14,0.820703493862134,6.362429178470255,16944
2015-05-15,3.2483637006898993,7.830768323603986,16959
2015-05-16,-0.46823970037453183,4.817677902621723,13350
2015-05-17,6.12623063899166,11.293785665015363,15947
2015-05-18,18.900599161174355,20.687058118633914,16690
2015-05-19,7.840985983566941,12.055340744320928,16552
2015-05-20,3.651774530271399,8.833343274679391,16765
2015-05-21,5.424934152765584,10.174422007609014,17085
2015-05-22,0.7247658079625293,6.2647540983606556,17080
2015-05-23,-0.7490662931839402,5.317460317460317,12852
2015-05-24,-3.970124228336255,3.0320097553540126,13121
2015-05-25,6.582252339464343,10.89241690868022,15495
2015-05-26,16.417480498740865,20.235857748295558,16281
2015-05-27,16.417116895874262,19.82428781925344,16288
2015-05-28,5.189131466540104,9.429876601803512,16856
2015-05-29,3.6764497041420117,8.776449704142012,16900
2015-05-30,2.2478941034897715,8.036477135980746,13296
2015-05-31,13.954649681528663,17.943821656050954,15700
2015-06-01,14.083125418365483,17.277368709304447,16433
2015-06-02,4.7948888351860806,10.419828419526342,16552
2015-06-03,-0.40660790310007794,5.247046830964802,16677
2015-06-04,0.7108518086347725,6.28879813302217,17140
2015-06-05,4.299481140325308,9.467498396781904,17153
2015-06-06,-2.9183630344438964,4.223568359512573,14197
2015-06-07,4.489993935718617,9.416616130988478,16490
2015-06-08,11.894915254237288,15.36497175141243,16815
2015-06-09,12.562723800429696,16.82967295297207,16756
2015-06-10,8.143336670396325,12.195630410458747,16981
2015-06-11,9.956397385010506,13.419098762549615,17132
2015-06-12,11.496622015142691,14.116948165404775,17170
2015-06-13,5.289376538146021,10.944216570959803,14628
2015-06-14,9.71775904929364,13.455587218820105,16493
2015-06-15,21.022633108651288,23.871312843979965,16171
2015-06-16,16.51612309955861,20.45518636586562,16312
2015-06-17,18.32244824047806,22.87318162612422,16567
2015-06-18,21.52906162464986,22.968020541549954,17136
2015-06-19,9.575811857159367,14.487056512192304,17306
2015-06-20,9.302134986225896,13.410261707988981,14520
2015-06-21,7.838011518642013,13.140284934828736,16495
2015-06-22,9.289464264407588,14.460625223720319,16762
2015-06-23,12.890559732664995,17.711123045709513,16758
2015-06-24,11.624653494544383,16.47744028310233,16955
2015-06-25,8.576607983266516,12.76991458950671,17211
2015-06-26,11.969733796296296,14.630671296296295,17280
2015-06-27,12.166302715981985,15.742664119011874,14654
2015-06-28,7.066959921798632,12.369379276637341,16368
2015-06-29,2.687797986932721,7.941844723056095,16989
2015-06-30,10.991710855122813,14.076979338087401,16407
2015-07-01,12.537264488433102,16.67320534223706,16772
2015-07-02,8.031295109417403,11.97823199953808,17319
2015-07-03,1.7357637223326252,8.197629000205579,14593
2015-07-04,-6.158233378346175,1.4449916593851775,12589
2015-07-05,1.794976811419623,6.857013792688068,16603
2015-07-06,10.346580675149614,13.098251118470746,17211
2015-07-07,8.89843566219713,13.048812044224888,17004
2015-07-08,16.14852587773284,19.92046187210597,17061
2015-07-09,7.584808946877913,11.31803355079217,17168
2015-07-10,1.4704153943653857,6.892608169614565,17357
2015-07-11,-2.053637526078471,4.961774009018104,14859
2015-07-12,0.8239272248488838,7.190137051888204,16709
2015-07-13,15.709692588020925,19.050784694057487,17013
2015-07-14,16.17329461269484,18.585906477804777,16873
2015-07-15,13.910163126393616,17.452822438680904,17042
2015-07-16,2.83545984642919,8.14860573869869,17321
2015-07-17,3.3695051783659378,8.817088607594936,17380
2015-07-18,21.719931506849314,23.7836301369863,14600
2015-07-19,7.30132530120482,13.275602409638553,16600
2015-07-20,2.3283884800370864,8.767688474242336,17257
2015-07-21,8.075962721997538,12.063243655119864,17061
2015-07-22,1.9503521331703626,8.089401082591234,17181
2015-07-23,6.236631093164119,11.349754831266225,17335
2015-07-24,2.3932344282168216,8.780753910985394,17323
2015-07-25,0.4830937436728083,7.32941891071067,14817
2015-07-26,1.0970990170222967,7.189103332534165,16684
2015-07-27,1.9226283272706277,7.307408048963566,17319
2015-07-28,3.5813695105549384,8.89228700076019,17101
2015-07-29,3.52729809872667,8.836792836792837,17199
2015-07-30,13.888940791778582,17.433317762466427,17126
2015-07-31,7.792297906788481,12.971955591534636,17294
2015-08-01,8.460804869800473,15.102333446060197,14785
2015-08-02,5.017862567592199,11.083297891730968,16459
2015-08-03,5.440511307767945,11.122216438197698,17289
2015-08-04,5.14716652136007,9.809938971229293,17205
2015-08-05,2.750435186259719,7.92625043518626,17234
2015-08-06,6.23167290526922,10.018888568960552,17365
2015-08-07,5.870189546237794,10.619931074095348,17410
2015-08-08,0.18235650360002692,7.383890720678285,14861
2015-08-09,1.7488901052119443,8.435078756917838,16443
2015-08-10,12.731776697878393,16.30318833708664,16874
2015-08-11,15.40149387511204,18.561936062145204,16735
2015-08-12,0.057648099027409375,6.542057176539935,16965
2015-08-13,4.4757406111499884,10.265103802192675,17148
2015-08-14,5.326901842273493,10.906898355320509,17207
2015-08-15,11.348930673173532,16.829984211281758,13934
2015-08-16,4.063884156729131,10.223472864443904,16436
2015-08-17,9.575487300649733,13.963378617838156,16930
2015-08-18,8.790239092925807,11.665639635198422,16228
2015-08-19,10.104906627608935,12.413828878310753,16386
2015-08-20,23.937871818460597,25.62986813860779,16305
2015-08-21,4.908831908831909,11.030686134852802,16848
2015-08-22,-2.176277508392391,4.588437150317046,13405
2015-08-23,6.557509893837553,12.422513977008606,15919
2015-08-24,0.07566535386084258,6.128296932808211,16758
2015-08-25,-0.37021615332802643,5.400342906129447,16331
2015-08-26,-2.0027848407797553,4.071255599951568,16518
2015-08-27,-1.7890541344437834,3.6489589530041644,16810
2015-08-28,-3.8100545411429927,2.4815034384633625,16868
2015-08-29,-4.1979071883530485,2.352214134061268,13188
2015-08-30,-3.12493654822335,3.1708121827411166,15760
2015-08-31,-0.3781261218140481,5.399186310877109,16714
2015-09-01,-6.06064914992272,0.5875115919629057,16175
2015-09-02,-1.6187006307023453,3.0916661563896883,16331
2015-09-03,3.5590010157136884,7.292406046483838,16737
2015-09-04,8.756132669585558,11.997540934444912,16673
2015-09-05,-3.492091388400703,3.909197422378442,11949
2015-09-06,-7.728353948620361,0.6463685379004123,12612
2015-09-07,-5.148376331664742,2.336670517263509,15582
2015-09-08,7.532985890428372,12.106012457099276,15734
2015-09-09,0.9719211179313046,5.4467154237952204,15314
2015-09-10,14.206395727497721,15.493552168815944,15354
2015-09-11,0.32890874282067645,5.223675813656669,15670
2015-09-12,-2.1128467984704256,3.5661866406313565,12291
2015-09-13,-0.8419868911450971,5.494280940753116,15562
2015-09-14,-3.21131519135082,3.465937711161619,16279
2015-09-15,-4.075118879321424,2.388189178768796,15562
2015-09-16,-2.777812402617638,3.1192894982860704,16045
2015-09-17,6.157737732862535,9.931084865457201,16426
2015-09-18,3.376135601487714,7.677031888299494,16401
2015-09-19,-4.042003360268821,3.4581166493319464,12499
2015-09-20,-3.704462746600268,3.2668071250718254,15663
2015-09-21,-2.026596068407279,4.219219767512628,16431
2015-09-22,-5.824326929255285,0.9737839748120543,15563
2015-09-23,-5.9544798141520685,0.9248446035034846,15927
2015-09-24,-3.6931322674418605,2.222625968992248,16512
2015-09-25,-0.09881613916404929,4.894116936458082,16556
2015-09-26,-5.26730404551201,2.1934260429835652,12656
2015-09-27,-2.0735601596654627,4.195906988531965,15783
2015-09-28,-1.7527585788771674,3.7210500788165395,16494
2015-09-29,-0.9752390602241783,3.126464441770629,15791
2015-09-30,0.06473049470834359,4.901612109278858,16252
2015-10-01,4.065595554481759,7.645143754530079,16556
2015-10-02,6.636545697293361,9.629688068940405,16478
2015-10-03,-1.6015835312747426,4.369754552652415,12630
2015-10-04,-0.8561804893549412,4.711026374324754,15735
2015-10-05,-1.4615477703152417,4.434682640527622,16527
2015-10-06,-4.952703964154583,1.655610181094032,16069
2015-10-07,-4.57254710056276,2.161426474186445,16348
2015-10-08,-2.5027946391009075,3.5285774385479898,16639
2015-10-09,6.644262791401756,10.207629427792915,16515
2015-10-10,-2.3450242149664113,5.313779097016091,12802
2015-10-11,-2.9466192170818504,5.413828164717844,15736
2015-10-12,-5.603001446480231,1.931231918997107,16592
2015-10-13,-6.575876211782252,1.2728063634103903,16092
2015-10-14,-5.346090358867763,1.896802592162377,16357
2015-10-15,-1.545410860163383,4.090821720326766,16648
2015-10-16,1.228932414460162,6.482045701849837,16542
2015-10-17,-5.178813159137415,1.8271682669604912,12706
2015-10-18,1.686811795975193,6.417985065181623,15802
2015-10-19,-2.629672121248717,3.7541815107783347,16561
2015-10-20,-5.2766473772633935,0.9596167008898016,16071
2015-10-21,-4.292104619897335,2.0221217306282084,16364
2015-10-22,0.7132018209408194,5.229559939301972,16475
2015-10-23,10.877258800725317,14.152004001750766,15993
2015-10-24,-1.1241422825143939,5.733180850224781,12679
2015-10-25,-1.4643816344801126,4.740439953958306,15638
2015-10-26,-0.9515737027585369,4.815530441122858,16458
2015-10-27,-4.061367621274108,1.516916682901487,15399
2015-10-28,4.632826045078019,7.977075707956078,15573
2015-10-29,-0.05750935984778739,5.380224636346897,16293
2015-10-30,1.089723295130754,5.820426771354398,15793
2015-10-31,3.261563828864011,9.429922763169314,11523
2015-11-01,0.7900083585160419,7.4092458046679095,15553
2015-11-02,4.351124108938037,10.340279047096814,16413
2015-11-03,-4.831033172955179,2.9437199290959737,15796
2015-11-04,-0.9006556971421502,5.267846096746258,16166
2015-11-05,6.156732353120615,9.742907693246293,16391
2015-11-06,2.69329034612811,8.041912525092767,16439
2015-11-07,-5.02689774153074,2.3420639899623588,12752
2015-11-08,-3.5358420649118325,4.067467416304626,15652
2015-11-09,-1.6069276191635722,4.376514275278505,16427
2015-11-10,-1.158724179066993,4.251836504049727,15927
2015-11-11,1.3212796415012136,5.760067218522437,16067
2015-11-12,1.691976730093322,6.260938068112956,16502
2015-11-13,-1.7056510164569216,4.406945788964182,16528
2015-11-14,-6.847118776950215,1.448294786358291,12755
2015-11-15,-1.702903184550454,5.03785650338918,15638
2015-11-16,2.130437457700117,6.630837383867593,16253
2015-11-17,9.451316712363706,13.27775298093477,15683
2015-11-18,14.242257615977753,18.119327518644926,15822
2015-11-19,6.600390577322104,11.58397412425241,16386
2015-11-20,3.947629414610547,8.502600387034349,16536
2015-11-21,14.67860704787234,18.27692819148936,12032
2015-11-22,6.3844168195095445,12.917261055634807,14721
2015-11-23,-4.038409245411285,3.7310673011556763,14710
2015-11-24,-2.380643955907081,4.750576072740861,16057
2015-11-25,-6.13891714029315,0.8634160933293449,16715
2015-11-26,-6.442996418623159,1.0996816553919617,10052
2015-11-27,-3.0110544884359074,3.5503724029792236,12755
2015-11-28,0.5788028212970476,6.483115910367642,16021
2015-11-29,1.9424197418028104,6.572775048554782,17506
2015-11-30,2.1398816568047336,7.545562130177514,16900
2015-12-01,1.7182874928539669,7.58648288128057,15743
2015-12-02,4.480017790202681,8.345511150644894,15739
2015-12-03,0.8281578621798837,6.397129778547569,16166
2015-12-04,-5.0849657047519,1.8586170672928382,16183
2015-12-05,-6.35308662325888,1.8409296958707657,12133
2015-12-06,-3.3518813987501663,4.250698045472676,15042
2015-12-07,-0.6230035982576857,5.834858910422322,15841
2015-12-08,-7.032112458086149,0.34994841372194996,15508
2015-12-09,-5.866772453189464,1.1146937480165027,15755
2015-12-10,-1.6427469611896095,4.400320849015857,16207
2015-12-11,-2.4845646681865796,3.611374699611806,16229
2015-12-12,-3.4139615766810203,3.785442199403776,12076
2015-12-13,1.2300253434707216,7.659730558890223,14994
2015-12-14,5.848205257836198,11.353829625884732,15824
2015-12-15,3.17900092506938,9.947733580018502,15134
2015-12-16,0.9197604043177139,6.40076121544893,16027
2015-12-17,6.846760973832797,11.161131685993565,16471
2015-12-18,9.44615105520953,14.03906391727641,16537
2015-12-19,3.4031245736116795,10.53411106562969,14658
2015-12-20,3.8516846789574064,10.48041958041958,15730
2015-12-21,9.8893231590049,14.7785842794218,16119
2015-12-22,12.531052043224443,15.958203949819898,16102
2015-12-23,20.67926153846154,22.88123076923077,16250
2015-12-24,16.367135284627793,21.899439194898978,13017
2015-12-25,1.4961929951110042,8.051214234190912,12477
2015-12-26,12.829494949494949,16.413131313131313,14850
2015-12-27,27.976373841535047,30.801918809554888,15322
2015-12-28,24.40600170261067,28.81533768444949,14096
2015-12-29,26.25532189394917,32.23596955231583,15502
2015-12-30,26.09568868279233,30.41013911517734,15958
2015-12-31,0.8737678612363414,8.420952089860167,13087
